n,labels
"(:Partiresultat:Socialdemokraterna {roster2018: 3982,kommun: Ulricehamn,roster2022: 4365,parti: Arbetarepartiet-Socialdemokraterna})","[Partiresultat, Socialdemokraterna]"
"(:Partiresultat:Vänsterpartiet {roster2018: 891,kommun: Ulricehamn,roster2022: 714,parti: Vänsterpartiet})","[Partiresultat, Vänsterpartiet]"
"(:Partiresultat:Miljöpartiet {roster2018: 520,kommun: Ulricehamn,roster2022: 564,parti: Miljöpartiet de gröna})","[Partiresultat, Miljöpartiet]"
"(:Partiresultat:Sverigedemokraterna {roster2018: 3154,kommun: Ulricehamn,roster2022: 3860,parti: Sverigedemokraterna})","[Partiresultat, Sverigedemokraterna]"
"(:Partiresultat:Others {roster2018: 202,kommun: Ulricehamn,roster2022: 201,parti: Övriga anmälda partier})","[Partiresultat, Others]"
"(:Info:Valid {roster2018: 16096,kommun: Ulricehamn,roster2022: 16163,parti: Giltiga Röster})","[Info, Valid]"
"(:Info:Invalid {roster2018: 5,kommun: Ulricehamn,roster2022: 4,parti: Ogiltiga röster - inte anmälda partier})","[Info, Invalid]"
"(:Info:Invalid {roster2018: 146,kommun: Ulricehamn,roster2022: 199,parti: Ogiltiga röster - blanka})","[Info, Invalid]"
"(:Info:Invalid {roster2018: 10,kommun: Ulricehamn,roster2022: 9,parti: Ogiltiga röster - övriga})","[Info, Invalid]"
"(:Info:Turnout {roster2018: 16257,kommun: Ulricehamn,roster2022: 16375,parti: Valdeltagande})","[Info, Turnout]"
"(:Info:EligibleToVote {roster2018: 18404,kommun: Ulricehamn,roster2022: 18972,parti: Röstberättigade})","[Info, EligibleToVote]"
"(:Partiresultat:Moderaterna {roster2018: 12992,kommun: Umeå,roster2022: 12824,parti: Moderaterna})","[Partiresultat, Moderaterna]"
"(:Partiresultat:Centerpartiet {roster2018: 8041,kommun: Umeå,roster2022: 6826,parti: Centerpartiet})","[Partiresultat, Centerpartiet]"
"(:Partiresultat:Liberalerna {roster2018: 3971,kommun: Umeå,roster2022: 3073,parti: Liberalerna })","[Partiresultat, Liberalerna]"
"(:Partiresultat:Kristdemokraterna {roster2018: 3786,kommun: Umeå,roster2022: 3102,parti: Kristdemokraterna})","[Partiresultat, Kristdemokraterna]"
"(:Partiresultat:Socialdemokraterna {roster2018: 29204,kommun: Umeå,roster2022: 34233,parti: Arbetarepartiet-Socialdemokraterna})","[Partiresultat, Socialdemokraterna]"
"(:Partiresultat:Vänsterpartiet {roster2018: 13244,kommun: Umeå,roster2022: 9074,parti: Vänsterpartiet})","[Partiresultat, Vänsterpartiet]"
"(:Partiresultat:Miljöpartiet {roster2018: 4620,kommun: Umeå,roster2022: 6566,parti: Miljöpartiet de gröna})","[Partiresultat, Miljöpartiet]"
"(:Partiresultat:Sverigedemokraterna {roster2018: 7253,kommun: Umeå,roster2022: 9328,parti: Sverigedemokraterna})","[Partiresultat, Sverigedemokraterna]"
"(:Partiresultat:Others {roster2018: 1463,kommun: Umeå,roster2022: 968,parti: Övriga anmälda partier})","[Partiresultat, Others]"
"(:Info:Valid {roster2018: 84574,kommun: Umeå,roster2022: 85994,parti: Giltiga Röster})","[Info, Valid]"
"(:Info:Invalid {roster2018: 22,kommun: Umeå,roster2022: 22,parti: Ogiltiga röster - inte anmälda partier})","[Info, Invalid]"
"(:Info:Invalid {roster2018: 495,kommun: Umeå,roster2022: 709,parti: Ogiltiga röster - blanka})","[Info, Invalid]"
"(:Info:Invalid {roster2018: 34,kommun: Umeå,roster2022: 66,parti: Ogiltiga röster - övriga})","[Info, Invalid]"
"(:Info:Turnout {roster2018: 85125,kommun: Umeå,roster2022: 86791,parti: Valdeltagande})","[Info, Turnout]"
"(:Info:EligibleToVote {roster2018: 95033,kommun: Umeå,roster2022: 99226,parti: Röstberättigade})","[Info, EligibleToVote]"
"(:Partiresultat:Moderaterna {roster2018: 5970,roster2022: 5316,kommun: Upplands Väsby,parti: Moderaterna})","[Partiresultat, Moderaterna]"
"(:Partiresultat:Centerpartiet {roster2018: 1618,roster2022: 1527,kommun: Upplands Väsby,parti: Centerpartiet})","[Partiresultat, Centerpartiet]"
"(:Partiresultat:Liberalerna {roster2018: 1463,roster2022: 1124,kommun: Upplands Väsby,parti: Liberalerna })","[Partiresultat, Liberalerna]"
"(:Partiresultat:Kristdemokraterna {roster2018: 1734,roster2022: 1292,kommun: Upplands Väsby,parti: Kristdemokraterna})","[Partiresultat, Kristdemokraterna]"
"(:Partiresultat:Socialdemokraterna {roster2018: 6966,roster2022: 7809,kommun: Upplands Väsby,parti: Arbetarepartiet-Socialdemokraterna})","[Partiresultat, Socialdemokraterna]"
"(:Partiresultat:Vänsterpartiet {roster2018: 2069,roster2022: 1975,kommun: Upplands Väsby,parti: Vänsterpartiet})","[Partiresultat, Vänsterpartiet]"
"(:Partiresultat:Miljöpartiet {roster2018: 1012,roster2022: 938,kommun: Upplands Väsby,parti: Miljöpartiet de gröna})","[Partiresultat, Miljöpartiet]"
"(:Partiresultat:Sverigedemokraterna {roster2018: 4659,roster2022: 5424,kommun: Upplands Väsby,parti: Sverigedemokraterna})","[Partiresultat, Sverigedemokraterna]"
"(:Partiresultat:Others {roster2018: 339,roster2022: 503,kommun: Upplands Väsby,parti: Övriga anmälda partier})","[Partiresultat, Others]"
"(:Info:Valid {roster2018: 25830,roster2022: 25908,kommun: Upplands Väsby,parti: Giltiga Röster})","[Info, Valid]"
"(:Info:Invalid {roster2018: 11,roster2022: 10,kommun: Upplands Väsby,parti: Ogiltiga röster - inte anmälda partier})","[Info, Invalid]"
"(:Info:Invalid {roster2018: 180,roster2022: 266,kommun: Upplands Väsby,parti: Ogiltiga röster - blanka})","[Info, Invalid]"
"(:Info:Invalid {roster2018: 15,roster2022: 23,kommun: Upplands Väsby,parti: Ogiltiga röster - övriga})","[Info, Invalid]"
"(:Info:Turnout {roster2018: 26036,roster2022: 26207,kommun: Upplands Väsby,parti: Valdeltagande})","[Info, Turnout]"
"(:Info:EligibleToVote {roster2018: 30740,roster2022: 32973,kommun: Upplands Väsby,parti: Röstberättigade})","[Info, EligibleToVote]"
"(:Partiresultat:Moderaterna {roster2018: 3790,kommun: Upplands-Bro,roster2022: 3528,parti: Moderaterna})","[Partiresultat, Moderaterna]"
"(:Partiresultat:Centerpartiet {roster2018: 984,kommun: Upplands-Bro,roster2022: 877,parti: Centerpartiet})","[Partiresultat, Centerpartiet]"
"(:Partiresultat:Liberalerna {roster2018: 889,kommun: Upplands-Bro,roster2022: 717,parti: Liberalerna })","[Partiresultat, Liberalerna]"
"(:Partiresultat:Kristdemokraterna {roster2018: 1234,kommun: Upplands-Bro,roster2022: 910,parti: Kristdemokraterna})","[Partiresultat, Kristdemokraterna]"
"(:Partiresultat:Socialdemokraterna {roster2018: 4281,kommun: Upplands-Bro,roster2022: 4652,parti: Arbetarepartiet-Socialdemokraterna})","[Partiresultat, Socialdemokraterna]"
"(:Partiresultat:Vänsterpartiet {roster2018: 1089,kommun: Upplands-Bro,roster2022: 1152,parti: Vänsterpartiet})","[Partiresultat, Vänsterpartiet]"
"(:Partiresultat:Miljöpartiet {roster2018: 532,kommun: Upplands-Bro,roster2022: 556,parti: Miljöpartiet de gröna})","[Partiresultat, Miljöpartiet]"
"(:Partiresultat:Sverigedemokraterna {roster2018: 3291,kommun: Upplands-Bro,roster2022: 3759,parti: Sverigedemokraterna})","[Partiresultat, Sverigedemokraterna]"
"(:Partiresultat:Others {roster2018: 276,kommun: Upplands-Bro,roster2022: 320,parti: Övriga anmälda partier})","[Partiresultat, Others]"
"(:Info:Valid {roster2018: 16366,kommun: Upplands-Bro,roster2022: 16471,parti: Giltiga Röster})","[Info, Valid]"
"(:Info:Invalid {roster2018: 7,kommun: Upplands-Bro,roster2022: 4,parti: Ogiltiga röster - inte anmälda partier})","[Info, Invalid]"
"(:Info:Invalid {roster2018: 124,kommun: Upplands-Bro,roster2022: 149,parti: Ogiltiga röster - blanka})","[Info, Invalid]"
"(:Info:Invalid {roster2018: 9,kommun: Upplands-Bro,roster2022: 18,parti: Ogiltiga röster - övriga})","[Info, Invalid]"
"(:Info:Turnout {roster2018: 16506,kommun: Upplands-Bro,roster2022: 16642,parti: Valdeltagande})","[Info, Turnout]"
"(:Info:EligibleToVote {roster2018: 19023,kommun: Upplands-Bro,roster2022: 20468,parti: Röstberättigade})","[Info, EligibleToVote]"
"(:Partiresultat:Moderaterna {roster2018: 26649,kommun: Uppsala,roster2022: 26357,parti: Moderaterna})","[Partiresultat, Moderaterna]"
"(:Partiresultat:Centerpartiet {roster2018: 12913,kommun: Uppsala,roster2022: 11729,parti: Centerpartiet})","[Partiresultat, Centerpartiet]"
"(:Partiresultat:Liberalerna {roster2018: 10724,kommun: Uppsala,roster2022: 8905,parti: Liberalerna })","[Partiresultat, Liberalerna]"
"(:Partiresultat:Kristdemokraterna {roster2018: 9976,kommun: Uppsala,roster2022: 8060,parti: Kristdemokraterna})","[Partiresultat, Kristdemokraterna]"
"(:Partiresultat:Socialdemokraterna {roster2018: 38310,kommun: Uppsala,roster2022: 44118,parti: Arbetarepartiet-Socialdemokraterna})","[Partiresultat, Socialdemokraterna]"
"(:Partiresultat:Vänsterpartiet {roster2018: 15879,kommun: Uppsala,roster2022: 15294,parti: Vänsterpartiet})","[Partiresultat, Vänsterpartiet]"
"(:Partiresultat:Miljöpartiet {roster2018: 10431,kommun: Uppsala,roster2022: 13366,parti: Miljöpartiet de gröna})","[Partiresultat, Miljöpartiet]"
"(:Partiresultat:Sverigedemokraterna {roster2018: 16662,kommun: Uppsala,roster2022: 19520,parti: Sverigedemokraterna})","[Partiresultat, Sverigedemokraterna]"
"(:Partiresultat:Others {roster2018: 3123,kommun: Uppsala,roster2022: 2796,parti: Övriga anmälda partier})","[Partiresultat, Others]"
"(:Info:Valid {roster2018: 144667,kommun: Uppsala,roster2022: 150145,parti: Giltiga Röster})","[Info, Valid]"
"(:Info:Invalid {roster2018: 43,kommun: Uppsala,roster2022: 31,parti: Ogiltiga röster - inte anmälda partier})","[Info, Invalid]"
"(:Info:Invalid {roster2018: 882,kommun: Uppsala,roster2022: 1087,parti: Ogiltiga röster - blanka})","[Info, Invalid]"
"(:Info:Invalid {roster2018: 49,kommun: Uppsala,roster2022: 120,parti: Ogiltiga röster - övriga})","[Info, Invalid]"
"(:Info:Turnout {roster2018: 145641,kommun: Uppsala,roster2022: 151383,parti: Valdeltagande})","[Info, Turnout]"
"(:Info:EligibleToVote {roster2018: 162767,kommun: Uppsala,roster2022: 175411,parti: Röstberättigade})","[Info, EligibleToVote]"
"(:Partiresultat:Moderaterna {roster2018: 838,kommun: Uppvidinge,roster2022: 913,parti: Moderaterna})","[Partiresultat, Moderaterna]"
"(:Partiresultat:Centerpartiet {roster2018: 681,kommun: Uppvidinge,roster2022: 365,parti: Centerpartiet})","[Partiresultat, Centerpartiet]"
"(:Partiresultat:Liberalerna {roster2018: 127,kommun: Uppvidinge,roster2022: 127,parti: Liberalerna })","[Partiresultat, Liberalerna]"
"(:Partiresultat:Kristdemokraterna {roster2018: 421,kommun: Uppvidinge,roster2022: 434,parti: Kristdemokraterna})","[Partiresultat, Kristdemokraterna]"
"(:Partiresultat:Socialdemokraterna {roster2018: 1653,kommun: Uppvidinge,roster2022: 1540,parti: Arbetarepartiet-Socialdemokraterna})","[Partiresultat, Socialdemokraterna]"
"(:Partiresultat:Vänsterpartiet {roster2018: 337,kommun: Uppvidinge,roster2022: 231,parti: Vänsterpartiet})","[Partiresultat, Vänsterpartiet]"
"(:Partiresultat:Miljöpartiet {roster2018: 97,kommun: Uppvidinge,roster2022: 121,parti: Miljöpartiet de gröna})","[Partiresultat, Miljöpartiet]"
"(:Partiresultat:Sverigedemokraterna {roster2018: 1505,kommun: Uppvidinge,roster2022: 1772,parti: Sverigedemokraterna})","[Partiresultat, Sverigedemokraterna]"
"(:Partiresultat:Others {roster2018: 76,kommun: Uppvidinge,roster2022: 83,parti: Övriga anmälda partier})","[Partiresultat, Others]"
"(:Info:Valid {roster2018: 5735,kommun: Uppvidinge,roster2022: 5586,parti: Giltiga Röster})","[Info, Valid]"
"(:Info:Invalid {roster2018: 4,kommun: Uppvidinge,roster2022: 3,parti: Ogiltiga röster - inte anmälda partier})","[Info, Invalid]"
"(:Info:Invalid {roster2018: 89,kommun: Uppvidinge,roster2022: 73,parti: Ogiltiga röster - blanka})","[Info, Invalid]"
"(:Info:Invalid {roster2018: 3,kommun: Uppvidinge,roster2022: 6,parti: Ogiltiga röster - övriga})","[Info, Invalid]"
"(:Info:Turnout {roster2018: 5831,kommun: Uppvidinge,roster2022: 5668,parti: Valdeltagande})","[Info, Turnout]"
"(:Info:EligibleToVote {roster2018: 6716,kommun: Uppvidinge,roster2022: 6679,parti: Röstberättigade})","[Info, EligibleToVote]"
"(:Partiresultat:Moderaterna {roster2018: 1200,kommun: Vadstena,roster2022: 1151,parti: Moderaterna})","[Partiresultat, Moderaterna]"
"(:Partiresultat:Centerpartiet {roster2018: 493,kommun: Vadstena,roster2022: 369,parti: Centerpartiet})","[Partiresultat, Centerpartiet]"
"(:Partiresultat:Liberalerna {roster2018: 199,kommun: Vadstena,roster2022: 211,parti: Liberalerna })","[Partiresultat, Liberalerna]"
"(:Partiresultat:Kristdemokraterna {roster2018: 391,kommun: Vadstena,roster2022: 342,parti: Kristdemokraterna})","[Partiresultat, Kristdemokraterna]"
"(:Partiresultat:Socialdemokraterna {roster2018: 1549,kommun: Vadstena,roster2022: 1721,parti: Arbetarepartiet-Socialdemokraterna})","[Partiresultat, Socialdemokraterna]"
"(:Partiresultat:Vänsterpartiet {roster2018: 315,kommun: Vadstena,roster2022: 247,parti: Vänsterpartiet})","[Partiresultat, Vänsterpartiet]"
"(:Partiresultat:Miljöpartiet {roster2018: 209,kommun: Vadstena,roster2022: 279,parti: Miljöpartiet de gröna})","[Partiresultat, Miljöpartiet]"
"(:Partiresultat:Sverigedemokraterna {roster2018: 898,kommun: Vadstena,roster2022: 1080,parti: Sverigedemokraterna})","[Partiresultat, Sverigedemokraterna]"
"(:Partiresultat:Others {roster2018: 73,kommun: Vadstena,roster2022: 34,parti: Övriga anmälda partier})","[Partiresultat, Others]"
"(:Info:Valid {roster2018: 5327,kommun: Vadstena,roster2022: 5434,parti: Giltiga Röster})","[Info, Valid]"
"(:Info:Invalid {roster2018: 5,kommun: Vadstena,roster2022: 0,parti: Ogiltiga röster - inte anmälda partier})","[Info, Invalid]"
"(:Info:Invalid {roster2018: 40,kommun: Vadstena,roster2022: 54,parti: Ogiltiga röster - blanka})","[Info, Invalid]"
"(:Info:Invalid {roster2018: 3,kommun: Vadstena,roster2022: 5,parti: Ogiltiga röster - övriga})","[Info, Invalid]"
"(:Info:Turnout {roster2018: 5375,kommun: Vadstena,roster2022: 5493,parti: Valdeltagande})","[Info, Turnout]"
"(:Info:EligibleToVote {roster2018: 6026,kommun: Vadstena,roster2022: 6185,parti: Röstberättigade})","[Info, EligibleToVote]"
"(:Partiresultat:Moderaterna {roster2018: 1345,kommun: Vaggeryd,roster2022: 1495,parti: Moderaterna})","[Partiresultat, Moderaterna]"
"(:Partiresultat:Centerpartiet {roster2018: 912,kommun: Vaggeryd,roster2022: 689,parti: Centerpartiet})","[Partiresultat, Centerpartiet]"
"(:Partiresultat:Liberalerna {roster2018: 316,kommun: Vaggeryd,roster2022: 317,parti: Liberalerna })","[Partiresultat, Liberalerna]"
"(:Partiresultat:Kristdemokraterna {roster2018: 1150,kommun: Vaggeryd,roster2022: 940,parti: Kristdemokraterna})","[Partiresultat, Kristdemokraterna]"
"(:Partiresultat:Socialdemokraterna {roster2018: 2585,kommun: Vaggeryd,roster2022: 2724,parti: Arbetarepartiet-Socialdemokraterna})","[Partiresultat, Socialdemokraterna]"
"(:Partiresultat:Vänsterpartiet {roster2018: 367,kommun: Vaggeryd,roster2022: 303,parti: Vänsterpartiet})","[Partiresultat, Vänsterpartiet]"
"(:Partiresultat:Miljöpartiet {roster2018: 233,kommun: Vaggeryd,roster2022: 229,parti: Miljöpartiet de gröna})","[Partiresultat, Miljöpartiet]"
"(:Partiresultat:Sverigedemokraterna {roster2018: 1796,kommun: Vaggeryd,roster2022: 2294,parti: Sverigedemokraterna})","[Partiresultat, Sverigedemokraterna]"
"(:Partiresultat:Others {roster2018: 109,kommun: Vaggeryd,roster2022: 147,parti: Övriga anmälda partier})","[Partiresultat, Others]"
"(:Info:Valid {roster2018: 8813,kommun: Vaggeryd,roster2022: 9138,parti: Giltiga Röster})","[Info, Valid]"
"(:Info:Invalid {roster2018: 2,kommun: Vaggeryd,roster2022: 1,parti: Ogiltiga röster - inte anmälda partier})","[Info, Invalid]"
"(:Info:Invalid {roster2018: 79,kommun: Vaggeryd,roster2022: 90,parti: Ogiltiga röster - blanka})","[Info, Invalid]"
"(:Info:Invalid {roster2018: 2,kommun: Vaggeryd,roster2022: 3,parti: Ogiltiga röster - övriga})","[Info, Invalid]"
"(:Info:Turnout {roster2018: 8896,kommun: Vaggeryd,roster2022: 9232,parti: Valdeltagande})","[Info, Turnout]"
"(:Info:EligibleToVote {roster2018: 10108,kommun: Vaggeryd,roster2022: 10637,parti: Röstberättigade})","[Info, EligibleToVote]"
"(:Partiresultat:Moderaterna {roster2018: 931,kommun: Valdemarsvik,roster2022: 903,parti: Moderaterna})","[Partiresultat, Moderaterna]"
"(:Partiresultat:Centerpartiet {roster2018: 570,kommun: Valdemarsvik,roster2022: 339,parti: Centerpartiet})","[Partiresultat, Centerpartiet]"
"(:Partiresultat:Liberalerna {roster2018: 145,kommun: Valdemarsvik,roster2022: 141,parti: Liberalerna })","[Partiresultat, Liberalerna]"
"(:Partiresultat:Kristdemokraterna {roster2018: 387,kommun: Valdemarsvik,roster2022: 388,parti: Kristdemokraterna})","[Partiresultat, Kristdemokraterna]"
"(:Partiresultat:Socialdemokraterna {roster2018: 1618,kommun: Valdemarsvik,roster2022: 1576,parti: Arbetarepartiet-Socialdemokraterna})","[Partiresultat, Socialdemokraterna]"
"(:Partiresultat:Vänsterpartiet {roster2018: 290,kommun: Valdemarsvik,roster2022: 218,parti: Vänsterpartiet})","[Partiresultat, Vänsterpartiet]"
"(:Partiresultat:Miljöpartiet {roster2018: 109,kommun: Valdemarsvik,roster2022: 108,parti: Miljöpartiet de gröna})","[Partiresultat, Miljöpartiet]"
"(:Partiresultat:Sverigedemokraterna {roster2018: 1252,kommun: Valdemarsvik,roster2022: 1543,parti: Sverigedemokraterna})","[Partiresultat, Sverigedemokraterna]"
"(:Partiresultat:Others {roster2018: 77,kommun: Valdemarsvik,roster2022: 69,parti: Övriga anmälda partier})","[Partiresultat, Others]"
"(:Info:Valid {roster2018: 5379,kommun: Valdemarsvik,roster2022: 5285,parti: Giltiga Röster})","[Info, Valid]"
"(:Info:Invalid {roster2018: 1,kommun: Valdemarsvik,roster2022: 0,parti: Ogiltiga röster - inte anmälda partier})","[Info, Invalid]"
"(:Info:Invalid {roster2018: 62,kommun: Valdemarsvik,roster2022: 48,parti: Ogiltiga röster - blanka})","[Info, Invalid]"
"(:Info:Invalid {roster2018: 1,kommun: Valdemarsvik,roster2022: 4,parti: Ogiltiga röster - övriga})","[Info, Invalid]"
"(:Info:Turnout {roster2018: 5443,kommun: Valdemarsvik,roster2022: 5337,parti: Valdeltagande})","[Info, Turnout]"
"(:Info:EligibleToVote {roster2018: 6157,kommun: Valdemarsvik,roster2022: 6130,parti: Röstberättigade})","[Info, EligibleToVote]"
"(:Partiresultat:Moderaterna {roster2018: 5927,kommun: Vallentuna,roster2022: 5541,parti: Moderaterna})","[Partiresultat, Moderaterna]"
"(:Partiresultat:Centerpartiet {roster2018: 2119,kommun: Vallentuna,roster2022: 1690,parti: Centerpartiet})","[Partiresultat, Centerpartiet]"
"(:Partiresultat:Liberalerna {roster2018: 1620,kommun: Vallentuna,roster2022: 1279,parti: Liberalerna })","[Partiresultat, Liberalerna]"
"(:Partiresultat:Kristdemokraterna {roster2018: 1588,kommun: Vallentuna,roster2022: 1104,parti: Kristdemokraterna})","[Partiresultat, Kristdemokraterna]"
"(:Partiresultat:Socialdemokraterna {roster2018: 3962,kommun: Vallentuna,roster2022: 5127,parti: Arbetarepartiet-Socialdemokraterna})","[Partiresultat, Socialdemokraterna]"
"(:Partiresultat:Vänsterpartiet {roster2018: 937,kommun: Vallentuna,roster2022: 783,parti: Vänsterpartiet})","[Partiresultat, Vänsterpartiet]"
"(:Partiresultat:Miljöpartiet {roster2018: 1017,kommun: Vallentuna,roster2022: 1114,parti: Miljöpartiet de gröna})","[Partiresultat, Miljöpartiet]"
"(:Partiresultat:Sverigedemokraterna {roster2018: 3485,kommun: Vallentuna,roster2022: 4400,parti: Sverigedemokraterna})","[Partiresultat, Sverigedemokraterna]"
"(:Partiresultat:Others {roster2018: 297,kommun: Vallentuna,roster2022: 255,parti: Övriga anmälda partier})","[Partiresultat, Others]"
